Years of Education,Weekly Working Hours,Age,English Proficiency,Residence Area,Monthly Income (MXN)
16,26,63,4,1,34817.64180435035
20,41,64,1,1,45048.909007284004
10,48,32,3,0,26487.41096382734
15,30,55,2,0,33548.9126152161
11,52,38,5,0,31650.53624422936
16,48,31,1,1,38014.18704545644
15,58,19,5,1,36236.25830816719
16,31,25,1,0,32180.32892501759
15,26,62,2,1,34160.411762450014
19,58,23,1,1,40927.74285924572
14,45,54,1,1,34969.0044450778
15,59,54,2,1,40364.678805668715
13,28,50,5,0,32073.983364933065
15,60,58,5,1,38476.965942087576
9,53,23,4,0,26045.597520147978
9,32,43,5,1,22189.83645962783
17,55,56,5,1,41211.114417974684
13,44,58,1,0,36101.008354262354
13,43,54,4,1,32426.94679765201
11,36,31,2,0,26608.00946762148
13,21,54,2,0,26626.412920256356
11,32,25,3,0,24277.758760366458
17,50,56,4,0,38003.26339313059
17,48,30,1,0,38657.464854398364
14,47,30,3,0,34136.1870115715
9,46,57,3,0,29073.77822183856
15,34,60,2,1,36102.20473760514
15,50,45,5,0,37677.426615004704
18,59,35,1,1,39247.421137889614
18,34,36,4,1,35824.4297066173
12,52,55,3,1,29412.53648020139
16,39,49,1,0,35772.851106466784
14,31,39,2,0,29358.536714539085
12,56,19,3,1,31022.623742622058
12,28,30,3,0,31518.925296167276
10,42,40,2,1,28964.55495839093
10,27,42,2,1,27659.158902068746
20,51,45,2,1,46342.830141093254
12,33,28,1,0,27199.849944918093
13,46,50,1,1,33680.59952586931
16,44,41,1,0,38629.170487836614
14,32,19,5,1,29796.701995739273
12,40,47,3,0,30124.078396949848
19,50,34,1,1,44752.93087094767
15,56,57,5,0,40289.460531695055
16,24,51,3,1,31049.65804173258
10,32,55,1,0,26539.261513482896
20,47,39,2,0,43400.47537705221
15,44,22,4,0,32691.26236356463
10,54,57,1,1,30729.679055272252
10,58,33,4,1,29065.438540860647
16,26,30,1,1,28630.589249846005
10,57,43,2,0,26774.933034574085
19,51,48,4,0,42193.21347789327
17,22,56,5,1,34699.0065239479
20,58,40,2,1,42921.40891676919
9,56,29,4,0,25551.544548727645
17,41,31,4,1,36293.741259589966
9,27,35,2,0,24462.11709281976
18,36,44,2,0,40530.5987294278
18,46,45,2,0,42697.638414496105
10,52,35,3,1,26879.350969242852
14,36,33,5,0,31055.435104277894
14,31,33,1,1,32971.28616163297
9,46,30,4,0,22170.617129662136
15,27,46,1,1,31581.102578936327
16,42,26,2,1,35444.33468198801
10,48,43,5,0,25489.740706136243
16,39,45,5,0,37157.72098065127
17,35,58,3,0,41393.98614915925
14,36,30,2,0,33649.16948317942
13,35,53,4,1,31444.48734728117
20,38,26,3,1,41828.79005895771
17,27,64,2,1,33867.339739062445
20,57,31,3,1,45056.705712493866
19,57,29,1,1,42190.6513262904
17,48,49,2,0,39701.12980114773
9,60,55,4,0,31207.660055057335
19,55,20,4,1,42275.26372400848
11,45,33,2,0,25895.82103777252
17,50,37,3,0,37239.085484353505
19,31,49,5,0,39087.47738601793
10,36,40,2,0,22642.677759279017
20,34,34,4,0,40474.49880576547
12,28,33,1,0,28565.436489886102
12,58,55,4,1,37884.28565250765
10,31,25,5,0,23892.839260688495
11,51,36,4,0,34072.770017299925
11,44,47,5,1,29929.91253116047
9,58,51,2,1,27686.42342297374
14,37,31,4,1,31388.092277887285
16,34,39,3,0,34288.65425604971
20,51,61,3,1,47332.31527334751
11,25,34,4,0,25441.252036850234
13,54,32,4,1,33898.54882503511
9,53,49,1,0,30933.820318810544
18,57,30,4,0,40540.083456614535
15,24,38,1,1,32177.4490407741
18,37,57,1,0,40661.73303840853
9,35,50,1,0,25727.890901290608
20,27,44,1,0,39668.59037538919
19,44,52,2,0,39957.4389123515
17,51,33,3,1,38492.17472880135
16,45,45,1,1,37120.41226993514
15,41,51,3,1,34354.550620087626
18,50,64,1,0,40684.229977013034
15,29,18,3,1,28986.950584204962
13,31,58,4,1,30553.149320566554
13,47,48,4,0,31019.37546215819
19,25,53,3,1,36117.28363095157
13,39,61,1,1,29216.116654846035
9,24,50,2,1,23890.146344361157
16,42,50,3,0,39356.07361017189
20,28,56,5,1,41232.2044919639
19,48,35,2,1,40791.370712947166
9,35,40,5,1,21719.98227168749
12,41,40,3,0,25790.241865527623
17,27,32,1,0,34034.05309269572
17,39,43,5,1,38831.33688829111
13,33,47,3,1,29135.183052184664
12,58,42,2,1,35910.819429784606
11,56,62,1,0,32522.223802999146
11,53,33,5,0,32569.996565707355
20,30,56,3,1,40038.40809250702
13,59,62,1,1,32174.135914574224
18,52,31,1,0,41752.71141217324
9,50,34,4,0,25054.306840208996
13,53,29,1,1,29915.07201850097
14,26,46,3,0,31763.18603025468
15,42,49,2,1,34021.2599193858
20,26,41,4,1,36474.20018983527
17,44,30,3,0,39922.81839130799
11,22,37,3,1,24190.503944287044
10,57,32,3,1,26729.81515159613
11,39,21,5,1,25473.744092585028
20,53,51,5,1,49965.126177253616
17,49,45,2,1,40024.72108335914
20,36,19,3,1,37816.30903790965
15,29,64,5,1,35702.7531914743
17,54,47,5,0,40091.32230162161
10,39,43,5,0,26081.18499937289
13,37,64,2,1,31987.262934708047
12,46,43,2,0,33207.897913066074
10,55,37,3,1,30089.50881442779
17,42,59,4,1,42644.48767826354
17,51,45,3,0,40813.77063791633
14,29,37,5,1,33555.20076039959
19,30,28,5,1,38600.17327422039
14,57,27,1,0,34580.103395858954
16,25,40,3,0,32729.248776933287
14,60,54,5,0,42055.74423434751
9,53,58,5,0,32507.634503010308
12,55,36,4,0,35693.515670398585
15,56,62,1,0,37885.099583866315
10,36,35,3,1,21949.662266544394
17,59,44,2,0,40013.66668836634
16,59,23,3,0,38430.964865615744
16,31,27,3,1,31608.875156965747
15,40,19,4,1,32454.817054606534
12,59,41,3,0,32997.57938252707
10,38,55,4,1,24570.601632354337
11,22,45,4,1,26257.791707916225
20,37,45,5,1,41961.734749089635
14,38,62,2,1,37458.70484814763
20,25,56,4,1,40919.71150487704
20,35,19,1,1,40465.30009269927
13,27,63,1,1,29561.458055535546
20,37,22,2,0,40294.016345357886
16,58,28,4,1,40017.15812878115
14,31,27,2,0,31012.73077794935
14,29,60,5,1,32346.903467510063
9,26,19,1,1,21300.899622500605
12,20,32,3,0,26445.49376495603
13,55,56,1,1,38502.77714310439
20,40,58,4,1,42677.7690197235
19,56,54,2,0,42866.359737339204
11,43,24,1,1,25837.376549068693
17,44,37,3,1,38290.80302913713
9,26,51,3,0,23808.782194807052
14,36,52,2,0,34654.63485823524
14,48,51,2,1,37361.55348922206
18,49,39,1,0,36929.590297620496
13,26,48,4,1,28537.853686287315
20,52,40,5,1,44824.46755916232
13,26,36,3,0,30530.357712777204
18,43,21,2,0,37593.238903155514
13,30,41,5,0,32330.903890249425
14,28,37,5,0,31402.75939010597
16,31,56,5,1,36561.552197138924
10,54,45,4,0,30079.551574572797
14,23,56,2,0,31150.778372056917
9,55,34,3,1,28561.565132194108
12,47,36,2,1,30609.24039214414
18,32,52,1,1,40825.12318519408
11,42,49,3,1,31559.155594577816
17,38,64,2,1,41895.989962594394
11,56,63,3,1,31920.204108629125
14,58,64,1,1,36854.517464925906
9,43,63,3,1,29375.808733706344
20,35,56,5,1,42438.76738947837
14,52,52,4,0,37117.68141625383
12,31,47,1,0,26665.15984519843
16,53,34,3,1,35084.06581562529
19,26,59,1,0,40065.160142587556
17,30,64,5,1,36380.23033945637
12,50,46,4,1,34028.211864691635
18,48,23,1,1,37669.2573148776
20,32,34,5,1,38025.05444442254
18,50,34,5,0,35866.695525627016
14,21,31,5,0,30795.09308062894
9,58,41,3,1,30595.100897755863
12,34,54,2,0,27208.605095331193
15,30,57,1,0,30205.087291674467
20,53,56,2,1,45005.84667655089
9,58,49,5,1,31894.6420794062
16,23,53,2,0,32845.83191267722
20,30,54,5,0,40985.76676700498
18,48,31,5,1,41681.172490628145
20,21,44,4,1,36623.4637783548
19,35,36,4,0,37735.767328125294
14,58,48,2,1,37839.17151468268
13,32,63,1,1,31639.61606512341
18,56,26,2,1,39045.614105502216
19,36,55,1,0,42614.49895465802
17,40,34,2,0,37935.67488597012
10,38,36,3,1,27864.354781436825
13,26,61,3,0,30493.395598457497
14,57,21,1,1,30978.22533784986
15,27,28,4,0,30721.50931724655
13,32,39,1,0,27456.404928581276
17,56,21,2,0,34746.15130851492
9,21,34,5,1,20550.5729193549
15,60,25,3,1,37203.52549583197
18,30,63,5,1,42496.555335498226
15,43,51,3,0,33788.790884888585
12,25,28,2,1,27154.10600916894
17,45,48,3,1,36102.165278776054
20,26,28,1,1,40540.223347972256
19,58,55,5,1,44198.7083396441
13,38,38,5,0,30230.337525648483
12,25,63,2,1,28655.96170027388
15,48,47,5,1,38317.91778918507
12,58,27,2,0,29399.053181089577
11,21,43,4,1,24645.189631265297
17,38,44,1,0,36217.371249525604
19,23,25,3,0,39996.09570050555
16,25,56,3,0,32430.04328954656
9,56,25,3,1,22035.87182380755
15,47,25,4,0,37789.190774067916
17,49,51,1,0,41382.67821022729
16,26,33,5,0,30925.250228835193
16,28,58,5,1,35335.579263931075
14,44,30,1,0,31198.012085269856
19,52,40,1,0,38986.00452919325
12,20,29,3,0,24571.45083222482
16,25,44,5,1,33057.12947704384
11,37,39,1,0,28478.694022773045
17,29,49,5,0,34254.00901246009
10,47,44,1,1,27250.545732584866
10,30,19,2,1,22146.867028799825
20,52,62,3,1,44638.30590675921
20,20,50,1,0,41273.52617580946
15,32,43,4,0,34898.24520480145
20,56,45,1,0,44668.230204527805
18,39,36,2,0,39469.167257797475
12,20,60,4,1,25523.426130029253
18,22,22,4,0,32677.296034827014
16,37,50,1,1,39327.15603903131
17,60,37,2,0,42491.748421670505
15,33,47,4,0,34378.16437236299
13,50,62,3,0,34982.904731771945
16,46,25,3,1,35616.12433837089
12,36,55,5,1,27763.223802273038
10,48,34,5,1,27353.22534591379
19,55,61,2,1,46352.06212340039
20,56,18,4,0,42947.15723143634
14,45,20,3,0,31947.170430685605
17,36,63,3,0,37691.20653449855
9,41,43,2,0,24184.50482648424
19,44,48,4,0,40101.549542387475
18,21,25,2,1,33196.23972826887
20,41,60,1,1,45668.487166572166
15,24,63,3,0,31882.932608515635
18,23,25,2,0,34181.522323469835
17,55,52,2,0,41730.95872114877
18,25,56,1,0,39460.25983189021
17,40,45,5,1,38026.76381957367
18,32,21,3,0,32524.30124353707
19,56,33,2,0,47249.75449096037
11,44,30,3,0,30243.38145247629
19,45,37,5,0,42166.38184189662
13,58,22,2,1,32149.006391369083
16,39,54,1,0,36562.14005409995
16,52,37,3,1,35255.224324251074
12,33,41,1,1,28032.533477556477
20,55,53,5,0,46651.39299925148
19,36,51,5,0,40749.579819103106
19,40,62,3,0,46205.1136552532
9,35,51,5,0,26941.97347101686
9,35,36,4,0,26047.205377096645
12,39,34,3,1,30280.331392232958
14,48,22,4,1,33125.277919520326
16,47,42,5,1,38509.626977763895
14,27,35,3,1,25931.749849337713
20,43,25,4,1,40579.261555712204
17,22,44,5,0,31504.461494600982
17,44,32,2,0,35140.10385870486
10,38,62,2,1,31187.245570850355
18,52,30,1,0,38246.916022850186
9,21,33,2,0,18352.686535860026
10,34,39,4,1,26479.159178256356
13,41,37,2,1,31262.641625612254
12,29,30,3,1,27692.528903929193
12,37,37,3,0,32611.810708218734
17,41,19,3,1,36745.517391234105
19,46,52,2,1,39798.7801816973
16,32,64,2,0,38665.79430649139
14,52,36,1,0,34560.15190066348
9,24,62,5,1,24835.890452759933
10,45,54,1,0,26093.178877881626
14,32,23,4,1,30706.50294905502
19,46,31,3,0,38197.0505130284
10,33,21,2,1,24768.49868827057
18,43,39,5,0,38054.270390699334
13,22,56,5,0,30944.328717314314
13,49,53,2,0,32009.88974918965
14,54,51,1,1,33778.46354660662
14,33,44,5,1,30917.22357058592
14,31,24,1,1,30132.63940359106
10,47,20,2,0,24109.68439490704
18,48,64,1,0,43407.66146810553
11,36,50,3,0,30448.81237898078
14,59,19,2,1,32052.78793513454
16,40,59,2,0,38310.74799303514
20,42,33,5,1,42779.56793380736
19,39,42,5,1,40114.242234637524
20,30,32,5,1,39035.03247742827
9,53,41,3,1,25382.20892982481
9,29,32,3,1,23374.911902084685
19,29,48,4,0,39222.4261441335
10,25,31,2,0,23401.33299539034
19,55,31,5,0,46729.34930116952
20,43,23,2,0,40486.66884761461
20,31,31,1,0,39945.30810604286
14,42,34,3,0,35376.22428771351
17,46,35,4,1,38103.41208991971
12,56,37,1,0,31466.84524412765
11,25,34,2,1,25696.756838774792
20,20,33,3,1,35929.98537058049
16,25,57,5,1,37098.68044458074
19,41,56,1,1,43329.43849811099
18,60,49,3,1,42177.87732844977
17,43,61,2,0,37705.64407952258
20,44,26,2,0,41712.69739980096
19,34,44,1,0,40210.99668761009
13,45,63,1,1,32310.500371143895
17,27,50,1,0,37471.48809591913
10,43,27,4,0,27630.501126605082
11,57,34,5,1,31983.125627950576
15,25,53,3,1,34315.61584581899
15,54,34,2,0,34720.572844161165
14,20,35,2,1,26637.129419779747
14,55,40,5,1,35480.54176521784
10,31,51,1,1,25031.11482113638
18,57,25,1,0,41904.32050405265
14,30,30,2,1,31611.032835024413
12,31,40,5,1,26793.025568672627
20,58,37,2,1,43564.39197744411
11,26,39,1,1,27309.595830081522
19,30,64,3,1,38936.02084031401
10,55,40,1,0,29428.886236987455
9,50,58,3,0,27280.238987242505
19,52,52,4,1,42916.28278997497
19,32,20,5,1,33887.239169878354
13,37,51,4,0,34564.350319234116
10,60,50,1,0,34024.61769478096
10,43,63,5,1,28285.926284297573
15,28,34,1,1,32426.11951225851
16,50,62,5,0,37328.56393177879
18,60,36,5,1,43843.51624735659
16,29,47,1,1,32731.94980364116
12,21,40,1,0,28635.15262271545
9,57,32,5,0,29121.922914902654
19,34,31,5,0,37668.90082666638
15,22,19,1,0,27983.606652939558
9,50,56,1,1,29388.971342482095
19,25,35,2,1,35152.1578456147
12,22,23,2,1,26949.818885845674
16,30,49,2,1,35511.96510431573
10,34,38,4,0,27528.72546072356
14,47,57,5,0,31200.76025148881
14,29,45,3,1,31332.157837692568
20,57,44,4,1,46296.12921473758
17,26,19,5,1,32593.080838879458
13,34,50,3,0,31345.004355119963
18,37,33,2,0,37057.735050021096
12,37,56,3,0,35514.73650985245
13,60,39,1,1,35886.51578475777
20,43,60,1,1,44844.94720068844
20,21,64,5,1,42473.14345201121
18,59,30,4,0,40681.89657513595
19,39,19,2,1,35624.43430461475
13,53,31,5,0,35014.35861367511
16,45,55,2,1,37832.98397129249
18,26,58,1,1,40721.447151410524
20,57,45,4,0,48496.02168017095
16,49,24,4,0,31554.707622214053
10,24,35,1,1,23444.667872076752
15,30,58,3,0,36453.21296196091
16,20,53,4,0,29789.482400672074
19,53,58,3,0,45632.11918494082
14,20,53,2,0,31615.794787331834
13,38,61,4,0,33090.46660670223
19,21,21,1,1,34704.91312346329
17,40,47,3,1,40596.628216352634
11,39,41,2,1,25410.944346276745
20,42,37,2,1,43762.21991996422
18,40,63,4,0,42218.55232260961
12,43,48,4,1,34003.436065945374
17,23,41,5,0,32303.718012373996
14,31,24,5,1,32553.425514063652
16,41,43,4,1,33723.14249388615
15,39,30,5,0,32639.199780438532
19,37,25,1,1,36073.630983144445
10,20,22,1,1,22649.46963873417
11,49,61,5,1,30876.133733696683
9,52,30,4,1,29169.445020540097
17,43,46,1,1,35323.77755631322
15,33,37,2,1,31909.473953828976
9,55,31,4,1,31171.935973142557
11,24,49,3,0,24678.576691934282
12,30,44,3,1,30518.680604412424
12,43,42,4,1,32192.61869737338
13,50,21,5,1,28985.08893348118
11,32,38,1,1,27122.732856172366
11,35,35,1,1,30057.353739093014
9,43,56,4,1,26880.012083968093
15,32,32,2,0,30720.12927308017
19,43,55,5,1,43256.92128043379
18,45,41,2,1,39670.45845412515
9,21,25,4,0,17208.069509440604
10,35,45,4,0,26056.387418521103
12,57,38,2,1,32229.377559095763
12,20,33,3,1,25031.91357614722
13,30,33,4,1,23993.308908189392
19,54,52,5,0,45228.65150979975
10,48,34,2,0,24732.11913364197
12,56,26,3,1,33293.38664817738
9,36,52,2,1,28044.21694819431
10,58,46,3,0,27228.783082374634
9,47,56,3,0,31090.03427360475
18,48,35,5,0,39866.25816367774
18,22,29,4,0,36453.92223844012
12,29,36,3,1,29262.29706274493
12,33,39,4,0,25609.439993180415
15,31,32,5,0,30193.8284052753
18,49,18,4,1,41828.42451102653
19,51,19,1,0,38118.85581770076
19,51,25,3,1,41921.84899277866
17,51,39,5,0,38088.2155248939
17,45,42,2,1,36892.03166019264
13,20,19,5,0,25362.64153135997
18,21,26,3,1,38182.73259162321
9,36,26,5,1,24836.180864944457
9,49,30,2,0,24192.61435212476
14,58,23,1,1,35290.900026876894
10,26,47,3,1,21181.177344512333
16,46,32,3,0,31890.56642952978
17,28,32,5,1,34638.253646170684
12,41,24,4,1,30029.893373564686
13,53,28,4,0,36022.03599122095
19,20,57,2,0,38945.83711228168
16,28,55,1,1,35112.78540617332
11,39,57,1,1,29322.208650175162
13,38,19,5,1,30055.600232901736
11,55,56,5,1,30668.125498981586
20,59,27,4,1,43143.44401755779
18,23,61,1,0,35336.423470349495
11,28,34,1,1,24451.640350071582
11,60,24,1,0,29450.470638560462
20,41,57,2,0,42315.01535534907
15,37,56,2,0,34220.24782800094
15,31,21,5,0,31221.61477739325
15,58,52,4,1,41837.99195028542
18,28,64,3,1,39576.536707484585
16,25,53,4,1,33153.4657703277
13,38,48,2,0,32776.0144500713
13,26,42,2,0,29120.46954077219
12,35,58,5,1,31138.537472659213
15,24,30,3,0,30253.714218070098
18,35,35,1,1,40951.48430421556
12,20,38,3,0,25997.593574959334
10,56,18,3,0,26877.29298417466
12,58,53,3,0,33345.59619190352
16,38,25,5,0,35902.841561069596
17,56,38,2,0,38127.06618744408
11,36,60,1,0,32413.983004780297
15,45,38,3,0,31466.667660276347
20,41,44,1,1,45052.56601065135
17,27,36,3,1,36094.46127068707
19,52,40,2,0,42020.870984886926
12,21,60,1,0,26699.598200610064
18,49,52,4,1,44464.297940391865
11,39,57,2,0,33598.966484517354
13,37,59,1,1,31572.79949631489
9,29,22,3,1,22660.874382067588
11,43,58,3,1,32858.99377957356
16,23,25,2,1,32305.872307130274
19,56,28,2,1,42608.62631746785
16,23,33,3,0,31120.340305338068
12,32,56,1,0,30556.02030456168
10,44,64,4,1,26028.574862605805
16,32,41,5,0,37181.48929793075
16,37,38,2,1,31786.486362539043
18,43,40,3,0,37923.02370484564
12,21,55,1,0,27025.356713563113
11,52,64,2,0,31302.64285193302
10,38,25,1,0,22843.501977576434
17,28,24,2,0,36318.9526026927
9,47,19,3,0,28392.71951810489
15,54,47,1,0,41097.032892598414
13,58,30,3,0,35771.03531698042
16,29,40,1,1,38729.10544044394
12,20,46,2,1,26067.396121420017
15,40,55,5,0,35275.447181824566
13,28,54,5,0,30522.530827190727
13,34,37,4,0,32858.08120922903
17,54,50,4,1,42472.051573413344
17,24,46,3,0,38354.945616279
17,60,32,1,0,40830.639098716936
20,41,40,4,1,39202.86373908812
14,60,59,2,1,37553.50764497069
14,42,20,5,1,33449.46282359651
13,26,54,1,0,29110.759015540534
17,42,46,5,1,38690.72307779876
18,44,62,1,0,42493.52734771183
16,46,25,4,1,39316.36738079208
15,60,39,4,0,40158.90391145411
15,25,46,3,0,33466.60015310986
14,53,19,1,0,33815.950837130986
13,28,58,2,1,29238.12862334787
12,52,62,4,0,35085.18863028384
11,25,18,3,0,27651.46905430932
11,56,61,4,0,34826.464951300215
14,50,37,5,1,33597.163001404566
12,53,38,4,0,31562.790940001363
20,60,54,1,0,50237.26712850394
20,48,25,3,0,41035.00948489401
14,33,44,1,0,31598.3967098901
11,55,64,2,1,31616.07281102731
12,55,52,2,0,33644.11918169234
17,34,23,4,1,35546.0091009776
13,27,62,3,1,30506.967489784627
15,45,61,3,0,37649.271104419895
18,55,36,3,1,39294.13179917503
10,40,35,3,1,25385.90489501593
13,47,18,4,1,34964.35704818809
17,23,42,1,0,34032.0658084681
19,35,44,4,1,40625.85091744583
11,41,24,1,1,25495.83340175806
17,31,61,5,0,37903.446769533424
19,35,59,5,0,40858.72586347291
14,59,46,1,1,39600.571658165034
12,57,48,4,1,36305.59293244159
15,56,61,2,1,42116.86764114293
16,48,60,4,0,39760.59010273738
14,37,53,2,1,37779.69714948128
13,29,36,4,0,30507.570801993785
14,58,23,3,1,32040.92842709824
13,37,42,3,1,34184.958317528864
16,20,48,5,0,32788.495346276264
9,58,26,5,1,29976.92851546481
19,40,37,1,0,38094.3837734964
15,20,27,2,1,29057.567590354367
18,34,54,3,0,40699.910932308696
18,23,44,4,0,36487.93969427335
19,39,30,1,1,39001.17939013763
10,29,58,4,0,21683.288021527922
17,42,19,3,1,34320.300840863594
9,60,38,3,0,27345.593119496356
19,53,50,3,0,40377.217353614455
18,52,41,3,0,40081.16022105935
14,53,61,4,1,41417.43038105432
17,58,59,1,0,45315.23736209962
9,29,51,3,0,22729.636677328417
12,39,26,5,0,27223.357930079805
12,20,19,1,1,22727.454348834395
17,32,47,5,1,38112.10404150381
19,20,39,4,0,37209.99639836567
13,24,63,3,0,29175.762929134973
13,35,28,1,1,28106.711174210017
14,34,60,3,0,35962.573585320904
9,47,34,3,0,29348.76913907297
9,50,53,1,0,27006.7734620076
17,42,30,3,0,36665.95080468688
11,36,24,3,0,26356.827565360338
12,53,33,2,0,31521.979961019224
9,32,50,2,1,27160.52670375549
17,33,62,1,0,37995.426756424444
16,30,18,1,0,35616.26848736542
10,47,28,3,1,29601.955061691297
16,51,23,5,1,35127.25368158882
15,54,37,1,1,37133.664883072815
19,50,52,3,1,41746.86659444628
14,36,61,5,0,33517.001912430984
9,28,54,2,1,26241.369578984803
15,29,58,1,0,34591.48333600369
18,27,43,3,1,40925.04806696988
15,40,29,2,1,30956.106545740036
17,32,47,4,1,36534.06870756184
9,24,45,2,0,21788.46322696381
10,25,44,3,1,23767.767667045544
19,49,59,5,1,44283.80966943172
17,50,36,4,1,37746.126610321015
17,36,22,4,0,36815.814891109396
14,30,22,4,0,32702.82439644706
14,39,58,1,1,29928.98960673101
12,28,44,3,0,30785.807036405306
12,21,45,4,1,31733.583693422024
13,56,43,2,0,35379.43839241258
11,20,44,5,1,23678.75007692582
9,23,59,3,0,22855.642297982613
9,55,38,2,1,27684.414309303895
20,44,18,1,0,41460.81691686239
15,22,45,4,0,30545.155443946063
9,28,32,2,1,22140.282168518097
9,41,34,3,1,23188.19651316515
11,42,43,2,0,28286.412910566585
18,31,37,1,1,36075.56731641678
12,29,42,5,1,27928.624075620904
12,53,30,4,1,28689.524092221694
10,29,50,3,1,25140.288395253363
9,49,42,4,0,27071.04350171216
11,41,25,4,1,27569.55322437254
19,25,22,4,0,38497.080318309185
12,21,23,2,0,24297.303754126064
11,49,40,2,1,27865.4844962228
16,21,47,5,1,33164.14626504036
18,51,31,1,0,38882.42413476706
9,35,40,3,1,23030.64974909878
10,31,28,2,1,23408.15879343717
15,20,48,4,0,30261.08691281635
12,27,23,1,0,23569.913764432542
16,32,28,3,0,32229.59871583572
19,34,30,3,1,39211.397329199535
11,27,29,3,1,24881.070956330143
14,29,19,3,0,26714.62563418997
17,24,52,5,0,33779.13668132594
9,38,53,3,1,26646.50960818247
9,57,34,1,1,26325.648090280047
16,30,45,2,1,32706.412399240042
11,39,45,1,0,27657.962046682944
13,39,39,4,1,29256.285578547133
9,40,55,5,1,27201.465582466953
13,37,24,5,0,28684.646407771106
19,29,32,4,1,40308.48378118046
14,53,49,1,0,34176.351404233996
16,45,28,1,1,38101.5505982019
11,49,41,4,0,30874.675548253428
11,28,20,3,0,27082.10970443391
20,50,47,3,0,47410.71891874398
19,23,23,2,1,34545.85171892939
19,25,19,1,1,32582.26533034665
18,33,31,1,1,36404.90217449956
17,23,58,4,1,31946.710990036663
12,45,35,4,0,31819.31871415694
12,58,61,3,1,36003.13295824338
20,36,48,1,1,40802.1233900052
15,38,30,1,0,32200.875741825872
10,25,43,5,0,22255.762496637544
16,48,61,2,0,39636.00458250821
14,30,29,2,0,27916.09943960635
11,35,35,3,1,26925.77732435675
17,49,26,1,0,38606.20155198004
13,44,38,5,1,33400.05339595517
16,59,57,1,1,42390.93992968554
15,30,60,4,0,33903.57662797253
16,26,41,3,0,34188.21193329753
15,45,51,2,0,36870.23134553545
11,41,25,1,0,27453.637341221278
10,44,61,3,0,27847.078574326904
15,38,50,2,1,32603.415161716257
11,50,40,1,0,31015.911702707075
11,45,30,5,1,29472.67798754354
10,60,31,3,0,28857.87685462334
12,55,31,1,1,34448.47443881416
16,42,33,2,1,40126.820351255825
20,32,55,2,1,45407.030671913424
9,44,56,5,0,27366.703696968456
9,21,43,3,0,21133.993038329092
20,21,43,3,0,40073.66216060209
13,35,18,1,1,29657.72865595218
19,28,49,2,1,36773.67919551821
13,47,32,2,0,31615.582784411345
19,32,38,5,0,40023.10418281722
20,54,35,5,1,42507.452462891255
9,60,47,3,1,28710.70035384095
14,32,30,2,0,29212.630489779294
9,50,41,1,0,26801.48826231673
13,40,47,4,0,29061.477823124114
17,51,19,1,1,38985.842794954086
20,53,36,5,1,42731.72972858856
13,27,64,1,0,31704.754155127805
14,60,61,2,0,39290.17627666428
16,21,64,3,0,32576.560744008213
19,57,42,4,0,40567.618575096574
9,51,31,3,0,26978.264611224222
10,59,23,4,1,28228.50032819033
17,47,29,4,0,38710.98209640906
11,56,37,2,1,33024.44262217579
14,60,40,2,1,32922.51752256229
13,20,47,5,1,27737.870546339465
19,60,47,5,1,47283.50028169137
10,29,55,4,1,29174.546593505507
15,23,47,5,1,28135.357009462947
12,54,58,2,1,36903.941034139716
9,29,47,5,1,21980.98969308111
12,30,53,4,0,30711.876272886595
14,33,51,3,0,31602.18244652957
15,57,33,1,0,38693.377919870625
15,31,41,5,0,32076.47313546054
15,36,31,2,0,29923.02725683548
11,35,43,3,1,26637.134266915346
14,54,25,2,1,35380.368944047696
16,21,31,5,1,30455.191076206105
12,30,48,4,1,26653.577907700375
16,60,19,1,1,35357.23199733067
10,22,21,1,0,19881.270829013152
18,48,18,3,0,36763.967571289584
17,37,37,1,1,37748.408362142574
17,39,31,4,0,35609.39778974021
16,33,57,2,0,35702.624199549784
18,53,42,4,0,41440.344957772824
18,50,42,3,0,42280.20626034251
9,59,20,3,0,28574.335990835247
10,37,22,1,1,23546.201790493826
14,49,55,4,0,35772.066355032555
18,44,43,2,0,41384.96550001926
13,38,57,4,1,31408.34989414737
20,27,55,2,1,39805.0924085122
17,47,55,2,1,41680.800458816346
13,27,21,4,1,25852.070781942526
10,50,24,5,1,27895.13738321712
18,22,47,4,1,32940.72237872433
12,22,47,2,1,28267.50782384227
17,41,36,3,1,36898.29133294566
9,36,56,3,0,27113.63487076261
19,55,52,1,1,46938.78048613072
9,36,57,3,1,25732.60072871302
20,33,50,5,0,38532.73705097976
15,28,50,2,1,32376.23488765768
19,49,31,4,1,43829.1342783062
11,40,55,4,1,30339.689795208767
18,31,27,5,1,33771.1130381791
10,56,45,3,0,30312.495641302787
17,51,31,2,0,39775.61087158493
11,30,53,3,1,27549.025479525208
10,39,55,1,0,27994.65378730376
20,54,33,3,0,42672.64132507933
16,30,38,1,0,32533.18422455421
18,27,45,4,0,37344.91838220902
14,23,50,2,0,31584.944493228577
14,46,23,1,0,32153.380304200895
18,59,58,3,1,43612.09662792262
19,57,32,3,1,44612.72350204105
15,49,61,4,0,37552.62419415009
15,46,20,5,0,34278.62774831106
19,40,60,5,0,43566.03658931606
14,39,64,3,1,32671.81521754127
12,23,52,5,1,28079.47001859684
19,30,31,2,1,32205.04219383403
17,32,19,5,1,33595.26386077927
14,28,46,2,1,32358.99945711041
12,23,21,3,1,25373.8407441395
20,31,43,3,0,42100.00827540233
